25,technician,single,high.school,no,no,no,cellular,jul,fri,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Selma,Jenks,819-5016311
39,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,fri,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,David,Pires,873-6408478
31,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,fri,100,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Roberto,Moore,437-8116350
45,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Jose,Owens,604-1873220
47,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,247,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Andre,Richards,705-4483711
37,technician,married,professional.course,no,yes,no,cellular,jul,fri,252,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Richard,Govan,204-3770785
44,self-employed,married,high.school,unknown,no,no,cellular,jul,fri,175,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,John,Lee,587-2104372
33,technician,married,high.school,no,yes,no,cellular,jul,fri,1360,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,John,Williams,514-0870477
36,blue-collar,married,basic.9y,no,no,yes,cellular,jul,fri,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,John,Glenn,514-1621131
56,admin.,married,university.degree,no,no,no,cellular,jul,fri,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Frances,Theden,416-8735634
36,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,464,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Marie,Locklear,807-8118470
41,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,788,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Mary,Cobb,604-3462385
30,technician,married,professional.course,no,yes,no,cellular,jul,fri,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Charles,Morris,437-3371505
38,services,married,high.school,no,no,no,cellular,jul,fri,905,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Phyllis,Moss,807-4145646
60,admin.,divorced,high.school,no,no,no,cellular,jul,fri,30,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Myrtle,Nodine,639-0384334
51,retired,married,basic.9y,no,no,no,cellular,jul,fri,180,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Audrey,Escobar,431-8781624
39,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,fri,541,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Robert,Strickland,450-3324225
44,services,married,basic.4y,unknown,no,yes,cellular,jul,fri,127,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Victoria,Mullin,306-5758050
41,housemaid,married,high.school,no,yes,no,cellular,jul,fri,440,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Tracy,Hernandez,431-0681231
24,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Stacy,Hale,204-7537823
28,admin.,married,university.degree,no,yes,no,cellular,jul,fri,112,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Jared,Bernes,639-1572787
26,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,fri,300,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Rose,Foster,437-4277758
31,services,single,university.degree,no,no,yes,cellular,jul,fri,409,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Susan,Borg,365-4265241
29,admin.,married,basic.9y,no,yes,no,cellular,jul,fri,247,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Teri,Monterroso,778-6682357
56,admin.,married,university.degree,no,yes,no,cellular,jul,fri,177,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Dena,Aker,581-7380776
29,services,single,high.school,no,no,no,cellular,jul,fri,320,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Therese,Smith,403-7707072
32,entrepreneur,single,university.degree,no,no,no,cellular,jul,fri,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Ruth,Butler,226-2880101
26,services,single,high.school,no,yes,no,telephone,jul,fri,200,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Esther,Mcaleer,437-2168813
31,technician,married,university.degree,no,yes,no,cellular,jul,fri,166,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Jeremy,Real,867-1045708
36,services,divorced,basic.4y,unknown,no,no,cellular,jul,fri,207,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Alice,Blackstock,807-3625286
28,technician,single,university.degree,no,no,no,cellular,jul,fri,453,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Rosa,Bailey,581-3210376
24,technician,single,unknown,no,no,no,cellular,jul,fri,126,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Larry,Gualtieri,514-4135746
43,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,379,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Paul,Tobias,902-5614223
36,housemaid,single,basic.4y,unknown,no,no,cellular,jul,fri,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Neil,Shoemake,902-5780788
26,services,single,high.school,no,yes,no,cellular,jul,fri,37,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,James,Wolfrum,647-6541631
24,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,191,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Michele,Davis,579-0780434
25,services,single,unknown,no,no,no,telephone,jul,fri,662,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Joseph,Marcano,905-0038688
28,admin.,single,unknown,no,yes,no,cellular,jul,fri,251,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Bruce,Bryant,431-5721657
26,services,single,high.school,no,no,no,cellular,jul,fri,588,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,Kieth,Damron,782-7703273
28,admin.,single,high.school,no,no,no,telephone,jul,fri,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Neil,Medina,367-7472461
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1373,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,Christopher,Crowe,514-5520683
53,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,93,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Horace,Lampron,587-6306588
21,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,127,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Sherri,Garcia,416-4588228
29,entrepreneur,married,professional.course,no,no,no,cellular,jul,fri,462,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Joy,Collins,250-7238581
33,admin.,married,university.degree,no,no,no,cellular,jul,fri,305,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Gloria,Robinson,506-1625658
41,self-employed,married,basic.9y,unknown,no,no,cellular,jul,fri,46,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Lisa,Ries,418-0218882
39,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Ivan,Krause,782-7432334
31,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,35,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Kristina,Kelly,450-4458220
53,technician,married,professional.course,unknown,yes,yes,cellular,jul,fri,264,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Joyce,Stevenson,705-7667475
38,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,fri,113,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Freeda,Orozco,604-6483470
29,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,837,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,John,Rowan,367-5127783
29,admin.,single,university.degree,no,yes,no,cellular,jul,fri,243,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Adam,Everhart,807-7764280
21,admin.,married,unknown,no,yes,no,cellular,jul,fri,528,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Robert,Kropff,647-8750507
29,admin.,single,university.degree,no,no,no,telephone,jul,fri,277,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,Joseph,Vandervort,778-7302104
